token_,count
('', '', ''),303
('', '', 'combien'),5
('cy', 'dessus', ''),5
('grand', 'confeil', ''),5
('magistrats', '', ''),5
('iuftice', '', ''),5
('', 'fieft', ''),5
('voix', '', ''),5
('dire', '', ''),5
('', 'attendu', ''),5
('', 'hommage', ''),5
('', 'non', ''),5
('', '', 'donne'),5
('loy', '', ''),5
('paix', '', ''),5
('', '', 'celuy'),5
('', 'accord', ''),5
('moins', '', ''),5
('hommes', '', ''),5
('bon', '', ''),5
('', 'offices', ''),5
('donne', 'estats', ''),5
('', 'nobles', ''),5
('', '', 'iufte'),5
('', 'neantmoins', ''),5
('', 'at', ''),5
('', '', 'vertueux'),5
('chef', '', ''),5
('quel', '', 'empereur'),5
('', '', 'offices'),5
('', '', 'tyran'),5
('bien', '', ''),5
('iufte', 'roy', ''),5
('fort', '', ''),5
('', '', 'vertu'),5
('', 'tyrannie', ''),5
('', '', 'honneur'),5
('voye', 'iuftice', ''),5
('sujets', '', 'empire'),5
('fortes', 'republiques', ''),4
('moindre', 'partie', 'peuple'),4
('second', '', ''),4
('', 'estat', 'ariftocratique'),4
('', 'voir', ''),4
('', 'gens', 'bien'),4
('', 'con', ''),4
('', '', 'ariftote'),4
('romains', '', ''),4
('part', 'souveraineté', ''),4
('officiers', '', ''),4
('', '', 'peuple'),4
('', '', 'feigneurs'),4
('', '', 'peu'),4
('', '', 'nes'),4
('ariftocratie', '', ''),4
('', '', 'cinq'),4
('', 'plutarque', ''),4
('populaires', '', ''),4
('', 'prince', 'souverain'),4
('', 'femble', ''),4
('', 'estat', 'royal'),4
('estat', 'royal', ''),4
('ans', '', ''),4
('', 'platon', ''),4
('lieu', '', ''),4
('', 'aduis', ''),4
('', 'voit', ''),4
('moindres', 'magistrats', ''),4
('', 'où', ''),4
('', 'oit', ''),4
('cy', 'deffus', ''),4
('quelconque', '', ''),4
('', 'depuis', ''),4
('', '', 'puissance'),4
('forte', '', ''),4
('', 'femmes', ''),4
('femmes', '', ''),4
('', '', 'cust'),4
('', '', 'enfans'),4
('', 'enfans', ''),4
('enfans', '', ''),4
('premier', '', ''),4
('nobleffe', '', ''),4
('', 'dire', ''),4
('', 'fçauoir', ''),4
('', 'droit', ''),4
('p', '', ''),4
('', 'plusieurs', ''),4
('', 'empire', 'romain'),4
('qualité', '', ''),4
('', 'autrement', ''),4
('monarchie', 'feigneuriale', ''),4
('offices', '', ''),4
('', 'perfonnes', ''),4
('', 'là', ''),4
('', 'celuy', ''),4
('liberté', '', ''),4
('', 'afie', ''),4
('', 'foy', ''),4
('force', '', ''),4
('', '', 'appellent'),4
('royale', '', ''),4
('', 'loy', ''),4
('', '', 'ans'),4
('', 'foit', ''),4
('', '', 'at'),4
('droit', 'fucceffif', ''),4
('', 'monftré', 'cy'),4
('monftré', 'cy', 'dessus'),4
('', '', 'dix'),4
('', '', 'hommage'),4
('', '', 'bien'),4
('', 'tyran', ''),4
('', 'euft', ''),4
('ty', '', 'ran'),4
('', 'iufte', 'roy'),4
('', 'vertueux', ''),4
('', '', 'com'),4
('vertu', '', ''),4
('', 'alors', ''),4
('', '', 'magistrats'),4
('tyran', '', ''),4
('cas', '', ''),4
('', '', 'eftoient'),4
('', 'sujet', ''),4
('prince', 'fouucrain', ''),4
('moindre', 'partie', 'citoyens'),4
('', '', 'prefque'),4
('mil', 'citoyens', ''),4
('familles', '', ''),4
('anciennes', 'familles', ''),4
('', 'té', ''),4
('', 'pu', ''),3
('', 'chap', ''),3
('partie', 'peuple', ''),3
('', '', 'cas'),3
('trois', 'estats', ''),3
('', 'ari', ''),3
('', 'polybe', ''),3
('', 'toutesfois', ''),3
('', 'quatre', 'cens'),3
('', 'faut', 'donc'),3
('', 'erreur', ''),3
('', 'ariftocratique', ''),3
('', '', 'populaire'),3
('', 'difant', ''),3
('', '', 'ordonnances'),3
('trois', 'republiques', ''),3
('ville', '', ''),3
('', 'officiers', ''),3
('', 'efpargne', ''),3
('', '', 'feroit'),3
('neantmoins', '', ''),3
('', '', 'auroit'),3
('impoffible', '', ''),3
('loy', 'sujets', ''),3
('faire', 'loy', ''),3
('donner', 'loy', ''),3
('', 'particulier', ''),3
('', 'estat', 'lacedemoniens'),3
('', '', 'roys'),3
('republiques', 'populaires', ''),3
('', 'villes', ''),3
('', 'contraire', ''),3
('', 'forme', ''),3
('villes', '', ''),3
('', 'bles', ''),3
('indiuis', '', ''),3
('', 'athenes', ''),3
('', '', 'pouuoir'),3
('', '', 'quelquesfois'),3
('souverains', '', ''),3
('', '', 'iufques'),3
('', 'lifons', ''),3
('pouuoir', 'commander', ''),3
('', 'lieu', ''),3
('', 'ad', ''),3
('', '', 'fust'),3
('', '', 'plaift'),3
('', 'colleges', ''),3
('fieft', '', ''),3
('', 'nom', ''),3
('', 'effe', ''),3
('arifto', '', 'cratique'),3
('', 'pulaires', ''),3
('particulier', '', ''),3
('', 'second', ''),3
('fortes', '', ''),3
('', 'beaucoup', 'moins'),3
('', 'forte', ''),3
('', 'tres', ''),3
('', 'liure', ''),3
('faire', '', ''),3
('', 'publique', ''),3
('publique', '', ''),3
('', 'ainsau', 'contraire'),3
('', '', 'quarante'),3
('', 'quand', ''),3
('', 'ains', ''),3
('general', '', ''),3
('commander', '', ''),3
('', 'fin', ''),3
('', '', 'part'),3
('', 'nobleffe', ''),3
('', '', 'elles'),3
('part', '', 'estat'),3
('', '', 'premier'),3
('', 'if', ''),3
('empereurs', 'romains', ''),3
('capitaines', 'chef', ''),3
('', '', 'droit'),3
('matiere', '', 'estat'),3
('', '', 'cul'),3
('perfonne', '', ''),3
('frere', '', ''),3
('', 'orient', ''),3
('', 'edits', ''),3
('', '', 'f'),3
('', '', 'euft'),3
('', '', 'appelloit'),3
('republique', 'populaire', ''),3
('', '', 'monarchie'),3
('gouuerné', 'populairement', ''),3
('', '', 'benefices'),3
('', 'gouuer', ''),3
('', 'pro', ''),3
('', 'monarchie', 'feigneuriale'),3
('', 'legitime', ''),3
('', 'opinion', ''),3
('temps', 'heroïques', ''),3
('', 'feruir', ''),3
('', '', 'prince'),3
('', '', 'monarque'),3
('afie', '', ''),3
('', 'homage', ''),3
('ennemis', '', ''),3
('', 'force', ''),3
('monarque', 'feigneurial', ''),3
('', 'voleur', ''),3
('', '', 'force'),3
('', 'ble', ''),3
('', '', 'lon'),3
('monarchie', 'royale', ''),3
('', 'vertueux', 'prince'),3
('vertueux', 'prince', ''),3
('doux', '', ''),3
('', 'vou', ''),3
('vices', '', ''),3
('', '', 'fera'),3
('', '', 'craint'),3
('part', '', ''),3
('france', '', ''),3
('', 'fez', ''),3
('roy', '', 'angleterre'),3
('', 'pourueu', ''),3
('plutarque', '', ''),3
('', 'auoyent', ''),3
('', '', 'tenir'),3
('', '', 'efcriture'),3
('', 'hiftoriens', ''),3
('', 'latins', ''),3
('', 'cela', ''),3
('pareil', '', ''),3
('', 'eftar', ''),3
('', '', 'cela'),3
('', 'grand', ''),3
('', 'couronne', ''),3
('', 'souveraineté', ''),3
('', 'cas', 'pareil'),3
('roy', 'dannemarc', ''),3
('mot', 'tyran', ''),3
('', 'impofts', ''),3
('euft', '', ''),3
('', 'ran', ''),3
('nobles', '', ''),3
('', '', 'ayt'),3
('public', '', ''),3
('', 'em', ''),3
('', 'donne', 'estats'),3
('', 'hon', ''),3
('hon', '', 'neur'),3
('tyrans', '', ''),3
('', '', 'ncantmoins'),3
('', '', 'auoyent'),3
('', 'adorer', ''),3
('', 'prin', ''),3
('', 'crainte', ''),3
('', '', 'an'),3
('', 'eleétion', ''),3
('', 'loy', 'valeria'),3
('loy', 'valeria', ''),3
('', '', 'loy'),3
('', '', 'raifon'),3
('gentils', '', 'hommes'),3
('', 'auons', 'monftré'),3
('', '', 'quel'),3
('toute', 'puissance', ''),3
('', 'có', ''),3
('', 'peine', ''),3
('', 'homme', 'bien'),3
('ment', '', ''),3
('', 'eurs', ''),3
('partie', 'citoyens', ''),3
('grand', 'conseil', ''),3
('', '', 'quatre'),3
('', 'luques', ''),3
('luques', '', ''),3
('', 'nuremberg', ''),3
('', '', 'outre'),3
('estat', '', 'almaigne'),3
('tiers', 'voix', ''),3
('an', '', 'p'),3
('estats', '', 'empire'),3
('', 'ariftocratic', ''),3
('fera', 'populaire', ''),3
('nobles', '', 'riches'),3
