token_,count
('', 'nent'),4
('depuis', 'quatre'),4
('mobiles', ''),4
('voit', 'depuis'),4
('', 'alger'),4
('alger', ''),4
('', 'glois'),4
('', 'efcoffe'),4
('nou', ''),4
('suede', 'depouillé'),4
('grands', 'princes'),4
('mefmeannee', ''),4
('', 'épire'),4
('épire', ''),4
('', 'voire'),4
('deflors', 'auant'),4
('ruines', 'monarchies'),4
('nyer', ''),4
('veu', 'depuis'),4
('', 'leroy'),4
('eudoxe', ''),4
('foit', 'propre'),4
('', 'voyós'),4
('harmonie', 'defaut'),4
('nuptial', ''),4
('', 'vnitéà'),4
('arcadic', ''),4
('reuefche', ''),4
('', 'adoucir'),4
('adoucir', ''),4
('apriuoifer', ''),4
('froids', ''),4
('fran', ''),4
('nobre', 'fix'),4
('defept', ''),4
('', 'filles'),4
('xir', ''),4
('', 'xxv'),4
('xxv', ''),4
('feptáte', 'ans'),4
('salamine', ''),4
('', 'euerfion'),4
('fatal', ''),4
('dernier', 'roy'),4
('huet', 'capet'),4
('où', 'lon'),4
('', 'depuisla'),4
('fondation', 'rome'),4
('estat', 'romains'),4
('almans', ''),4
('', 'ain'),4
('', 'entend'),4
('', 'k'),4
('', 'occident'),4
('occident', ''),4
('grand', 'danger'),4
('', 'efforce'),4
('of', ''),4
('', 'chap'),4
('chap', ''),4
('to', ''),4
('quelqu', ''),4
('bien', 'public'),4
('petit', 'nombre'),4
('cho', ''),4
('forte', 'raifon'),4
('', 'ets'),4
('ets', ''),4
('telle', 'forte'),4
('remonftrances', ''),4
('faire', 'iuftice'),4
('prince', 'doibt'),4
('', 'ouyr'),4
('roy', 'françois'),4
('paroles', ''),4
('coy', ''),4
('fust', 'prefent'),4
('neutre', ''),4
('quela', 'republique'),3
('couftumes', 'pays'),3
('', 'apresauoir'),3
('puissance', 'souveraine'),3
('foit', 'bien'),3
('bien', 'mal'),3
('mal', 'bien'),3
('contre', 'gré'),3
('', 'aque'),3
('roy', 'fez'),3
('empereur', 'charle'),3
('tite', 'liue'),3
('premiers', 'roys'),3
('trop', 'grande'),3
('peu', 'vertueux'),3
('grád', 'nóbre'),3
('', 'affyrie'),3
('alexandre', 'medicis'),3
('plaifir', 'mufique'),3
('grands', 'estats'),3
('roy', 'tarquin'),3
('aduient', 'fouuent'),3
('grandes', 'forces'),3
('estat', 'florence'),3
('contre', 'perfonne'),3
('monarchie', 'royale'),3
('vangerla', 'mort'),3
('', 'auecle'),3
('és', 'republiques'),3
('deleze', 'maiefté'),3
('mis', 'mort'),3
('celte', 'grande'),3
('mil', 'citoyens'),3
('estats', 'po'),3
('', 'atheniés'),3
('ariftocratie', 'estat'),3
('faire', 'guerre'),3
('capitaine', 'chef'),3
('ciuile', 'entre'),3
('depouillé', 'cftat'),3
('estat', 'po'),3
('cens', 'foixante'),3
('cefte', 'forte'),3
('quarante', 'ans'),3
('entre', 'plusieurs'),3
('contre', 'roy'),3
('part', 'estats'),3
('estat', 'venize'),3
('neuf', 'mil'),3
('cens', 'quarante'),3
('mil', 'cent'),3
('trois', 'quatre'),3
('quinze', 'cens'),3
('fucceflion', 'temps'),3
('notables', 'changemens'),3
('fix', 'cens'),3
('guerre', 'entre'),3
('foy', 'bien'),3
('ennemy', 'capital'),3
('bonne', 'partie'),3
('', 'attaint'),3
('changemens', 'aduiennent'),3
('vns', 'lesautres'),3
('iamais', 'cfté'),3
('proches', 'voifins'),3
('arrefter', 'cours'),3
('petità', 'petit'),3
('pays', 'là'),3
('', 'auátage'),3
('commeil', 'aduint'),3
('', 'attendu'),3
('puissance', 'dieu'),3
('toute', 'fagefle'),3
('grandes', 'conion'),3
('', 'bn'),3
('entre', 'hebrieux'),3
('iuger', 'republique'),3
('marc', 'varron'),3
('celte', 'maxime'),3
('lucas', 'gauric'),3
('roy', 'lacedemone'),3
('faut', 'fuiure'),3
('fept', 'mil'),3
('huit', 'ans'),3
('commun', 'confente'),3
('calcul', 'philon'),3
('eftà', 'dire'),3
('dephilon', 'hebrieu'),3
('trois', 'mois'),3
('figne', 'poiflons'),3
('ans', 'creation'),3
('depuis', 'deluge'),3
('notables', 'republiques'),3
('eftoiles', 'fixes'),3
('neantmoins', 'voit'),3
('foubs', 'puissance'),3
('plusieurs', 'guerres'),3
('pluficurs', 'pays'),3
('mort', 'violente'),3
('roy', 'defrance'),3
('neantmoins', 'cela'),3
('feize', 'cens'),3
('conionétions', 'hautes'),3
('ains', 'feulement'),3
('prend', 'garde'),3
('grand', 'empire'),3
('parles', 'an'),3
('ville', 'hierufalem'),3
('theodofele', 'grand'),3
('sultan', 'suleyman'),3
('iamais', 'efté'),3
('', 'blement'),3
('', 'aduintle'),3
('triplicité', 'aquatique'),3
('oril', 'certain'),3
('', 'auctorité'),3
('quand', 'elles'),3
('contre', 'romains'),3
('contre', 'antioque'),3
('non', 'feulemét'),3
('celà', 'merite'),3
('iufques', 'icy'),3
('toute', 'forte'),3
('impoffible', 'nature'),3
('harmonie', 'lydiene'),3
('causes', 'naturelles'),3
('nobre', 'parfait'),3
('', 'auflile'),3
('nombre', 'nuptial'),3
('republique', 'feroit'),3
('puissance', 'humaine'),3
('roy', 'perle'),3
('trouue', 'depuis'),3
('', 'annce'),3
('pourroit', 'voir'),3
('faftes', 'romains'),3
('depuis', 'fondation'),3
('iournee', 'cannes'),3
('bien', 'iuger'),3
('cefte', 'caufe'),3
('iufques', 'auguftule'),3
('', 'at'),3
('ages', 'politiques'),3
('prefenter', 'requefte'),3
('requefte', 'peuple'),3
('loix', 'anciennes'),3
('faut', 'donc'),3
('enuers', 'sujets'),3
('voile', 'religion'),3
('quelque', 'prix'),3
('perpetuer', 'estats'),3
('pofons', 'cas'),3
('noftre', 'aage'),3
('és', 'monarchies'),3
('efclaues', 'naturels'),3
('bien', 'petit'),3
('caton', 'cenfeur'),3
('philippe', 'bel'),3
('bien', 'mieux'),3
('moyen', 'grand'),3
('lettres', 'patentes'),3
('roy', 'loüys'),3
('quil', 'faut'),3
('façons', 'faire'),3
('grands', 'magistrats'),3
('sujet', 'doibt'),3
('dieu', 'souverain'),3
('iugement', 'roy'),3
('homme', 'bien'),3
('leze', 'maiefté'),3
('entre', 'princes'),3
('bon', 'ordre'),3
