token_,count
('papiers', 'cenfiers'),3
('roy', 'seruius'),3
('empereur', 'augufte'),3
('marc', 'antoine'),3
('trois', 'fois'),3
('chacune', 'ville'),3
('lon', 'mettoit'),3
('demeura', 'tousjours'),3
('vouloir', 'dire'),3
('ille', 'trouua'),3
('remarqué', 'cy'),3
('aller', 'guerre'),3
('cinq', 'mil'),3
('empire', 'romain'),3
('trois', 'estats'),3
('royaume', 'france'),3
('aufli', 'bien'),3
('toute', 'republique'),3
('pourle', 'moins'),3
('bonnes', 'loix'),3
('euft', 'veu'),3
('parle', 'peuple'),3
('tousjours', 'efté'),3
('faire', 'iuftice'),3
('certain', 'temps'),3
('difoit', 'ancien'),3
('entre', 'lefquels'),3
('roy', 'perfe'),3
('faire', 'guerre'),3
('combien', 'roys'),3
('fix', 'xx'),3
('mefmesle', 'roy'),3
('faits', 'entre'),3
('bonne', 'paix'),3
('charges', 'ordinaires'),3
('moitié', 'moins'),3
('parties', 'cafuelles'),3
('quoy', 'foit'),3
('cinquante', 'mil'),3
('quatre', 'millions'),3
('enla', 'monarchie'),3
('bien', 'public'),3
('ila', 'efté'),3
('anciens', 'romains'),3
('bien', 'voulu'),3
('és', 'pays'),3
('pays', 'conqueftez'),3
('valeur', 'quatre'),3
('cens', 'xx'),3
('grands', 'princes'),3
('dons', 'gratuits'),3
('vingts', 'douze'),3
('roy', 'macedoine'),3
('intereft', 'particulier'),3
('neuf', 'cens'),3
('parla', 'loy'),3
('grande', 'partie'),3
('grand', 'profit'),3
('impofition', 'foraine'),3
('parler', 'propremét'),3
('partie', 'reuenu'),3
('roy', 'suede'),3
('trois', 'cés'),3
('cent', 'liures'),3
('prix', 'chofes'),3
('quatre', 'cés'),3
('dernier', 'roy'),3
('eftà', 'peu'),3
('corps', 'humain'),3
('etpour', 'celte'),3
('monts', 'pieté'),3
('banque', 'lyon'),3
('cinq', 'cés'),3
('fols', 'fix'),3
('cinq', 'liures'),3
('mil', 'fept'),3
('foixante', 'millions'),3
('faut', 'faire'),3
('bon', 'droit'),3
('mil', 'hommes'),3
('tire', 'foy'),3
('ains', 'feulement'),3
('bien', 'grand'),3
('faire', 'chois'),3
('fagement', 'pourueu'),3
('ains', 'auff'),3
('cinquante', 'milliures'),3
('fçait', 'bien'),3
('noftre', 'aage'),3
('grands', 'honneurs'),3
('parle', 'menu'),3
('peines', 'pecuniaires'),3
('quars', 'carat'),3
('deniers', 'dix'),3
('vnze', 'deniers'),3
('deniers', 'poids'),3
('anciens', 'ro'),3
('bien', 'loin'),3
('liures', 'tournois'),3
('depuis', 'peu'),3
('quatre', 'grains'),3
('deniers', 'trois'),3
('fix', 'grains'),3
('dix', 'deniers'),3
('charle', 'fils'),3
('mis', 'œuure'),3
('poids', 'efgal'),3
('maffe', 'efgale'),3
('loix', 'nature'),3
('mieux', 'gardé'),3
('gens', 'ramaffez'),3
('faire', 'aucun'),3
('republique', 'populaire'),3
('peuple', 'mal'),3
('efleu', 'capitaine'),3
('ordre', 'nature'),3
('entre', 'nobles'),3
('entre', 'plusieurs'),3
('peu', 'feigneurs'),3
('eftant', 'efleu'),3
('ains', 'aufli'),3
('magistrat', 'puissance'),3
('couftume', 'pays'),3
('princes', 'chreftiens'),3
('prince', 'souverain'),3
('cefte', 'caufe'),3
('grand', 'pontife'),3
('efleu', 'roy'),3
('college', 'cardinaux'),3
('marc', 'aurele'),3
('fils', 'loüys'),3
('foit', 'preferé'),3
('estats', 'pays'),3
('frere', 'puifné'),3
('bas', 'lieu'),3
('philippe', 'caftille'),3
('auquel', 'cas'),3
('royaume', 'naples'),3
('grand', 'roy'),3
('gouuernement', 'ariftocratique'),3
('faire', 'loix'),3
('portion', 'harmonique'),3
('nombres', 'proportion'),3
('quatre', 'nombres'),3
('moindres', 'iuges'),3
('rien', 'dol'),3
('permis', 'iuges'),3
('difcretion', 'magistrats'),3
('diminuer', 'peine'),3
('vraye', 'iuftice'),3
('premiere', 'fois'),3
('pur', 'ciuil'),3
('menus', 'offices'),3
